Timestamp,Status,Response Time,Client IP,Method,Endpoint,Response Time (s)
2025/02/18 - 08:21:25,200,481.089탎,192.168.0.1,GET,/api/tags,0.000481089
2025/02/18 - 08:21:27,200,370.39탎,192.168.0.1,GET,/api/tags,0.00037039
2025/02/18 - 08:21:28,200,422.61탎,192.168.0.1,GET,/api/tags,0.00042261
2025/02/18 - 08:21:28,200,51.25탎,192.168.0.1,GET,/api/version,0.00005125
2025/02/18 - 08:22:06,200,34.43탎,192.168.0.1,GET,/api/version,0.00003443
2025/02/18 - 08:22:47,200,32.403976071s,192.168.0.1,POST,/api/chat,32.40397607
2025/02/18 - 08:22:55,200,35.632055108s,192.168.0.1,POST,/api/chat,35.63205511
2025/02/18 - 08:23:45,200,30.316664776s,192.168.0.1,POST,/api/chat,30.31666478
2025/02/18 - 08:27:26,200,412.469탎,192.168.0.1,GET,/api/tags,0.000412469
2025/02/18 - 08:27:29,200,360.91탎,192.168.0.1,GET,/api/tags,0.00036091
2025/02/18 - 08:27:32,200,363.32탎,192.168.0.1,GET,/api/tags,0.00036332
2025/02/18 - 08:27:54,200,574.379탎,192.168.0.1,GET,/api/tags,0.000574379
2025/02/18 - 08:28:42,200,593.639탎,192.168.0.1,GET,/api/tags,0.000593639
2025/02/18 - 08:28:42,200,34.41탎,192.168.0.1,GET,/api/version,0.00003441
2025/02/18 - 08:28:51,200,389.22탎,192.168.0.1,GET,/api/tags,0.00038922
2025/02/18 - 08:28:51,200,48.67탎,192.168.0.1,GET,/api/version,0.00004867
2025/02/18 - 08:29:29,200,361.6탎,192.168.0.1,GET,/api/tags,0.0003616
2025/02/18 - 08:29:29,200,34.11탎,192.168.0.1,GET,/api/version,0.00003411
2025/02/18 - 08:31:55,200,13.039871ms,10.61.60.189,POST,/api/show,0.013039871
2025/02/18 - 08:31:55,200,13.26714ms,10.61.60.189,POST,/api/show,0.01326714
2025/02/18 - 08:31:55,200,12.895741ms,10.61.60.189,POST,/api/show,0.012895741
2025/02/18 - 08:31:55,200,12.763411ms,10.61.60.189,POST,/api/show,0.012763411
2025/02/18 - 08:32:10,200,3.718606733s,10.61.60.189,POST,/api/chat,3.718606733
2025/02/18 - 08:32:37,200,4.987239078s,10.61.60.189,POST,/api/chat,4.987239078
2025/02/18 - 08:32:37,200,290.6375ms,10.61.60.189,POST,/api/chat,0.2906375
2025/02/18 - 08:34:33,200,43.33탎,192.168.0.1,GET,/api/version,0.00004333
2025/02/18 - 08:35:08,200,36.99탎,192.168.0.1,GET,/api/version,0.00003699
2025/02/18 - 08:35:26,200,41.18탎,192.168.0.1,GET,/api/version,0.00004118
2025/02/18 - 08:37:32,200,356.779탎,192.168.0.1,GET,/api/tags,0.000356779
2025/02/18 - 08:38:04,200,374.13탎,192.168.0.1,GET,/api/tags,0.00037413
2025/02/18 - 08:38:09,200,359.14탎,192.168.0.1,GET,/api/tags,0.00035914
2025/02/18 - 08:38:14,200,345.21탎,192.168.0.1,GET,/api/tags,0.00034521
2025/02/18 - 08:38:21,200,386.109탎,192.168.0.1,GET,/api/tags,0.000386109
2025/02/18 - 08:38:22,200,374.709탎,192.168.0.1,GET,/api/tags,0.000374709
2025/02/18 - 08:38:23,200,365.699탎,192.168.0.1,GET,/api/tags,0.000365699
2025/02/18 - 08:40:42,200,392.679탎,192.168.0.1,GET,/api/tags,0.000392679
2025/02/18 - 08:40:52,200,910.209탎,192.168.0.1,GET,/api/tags,0.000910209
2025/02/18 - 08:40:55,200,376.9탎,192.168.0.1,GET,/api/tags,0.0003769
2025/02/18 - 08:41:14,200,387.219탎,192.168.0.1,GET,/api/tags,0.000387219
2025/02/18 - 08:41:16,200,387.849탎,192.168.0.1,GET,/api/tags,0.000387849
2025/02/18 - 08:41:19,200,362.709탎,192.168.0.1,GET,/api/tags,0.000362709
2025/02/18 - 08:41:21,200,375.719탎,192.168.0.1,GET,/api/tags,0.000375719
2025/02/18 - 08:41:25,200,34.68탎,192.168.0.1,GET,/api/version,0.00003468
2025/02/18 - 08:41:26,200,361.469탎,192.168.0.1,GET,/api/tags,0.000361469
2025/02/18 - 08:41:30,200,347.819탎,192.168.0.1,GET,/api/tags,0.000347819
2025/02/18 - 08:41:34,200,347.959탎,192.168.0.1,GET,/api/tags,0.000347959
2025/02/18 - 08:41:34,200,49.26탎,192.168.0.1,GET,/api/version,0.00004926
2025/02/18 - 08:42:08,200,374.809탎,192.168.0.1,GET,/api/tags,0.000374809
2025/02/18 - 08:42:20,200,381.209탎,192.168.0.1,GET,/api/tags,0.000381209
2025/02/18 - 08:42:42,200,10.987743538s,192.168.0.1,POST,/api/chat,10.98774354
2025/02/18 - 08:42:46,200,397.52탎,192.168.0.1,GET,/api/tags,0.00039752
2025/02/18 - 08:42:50,200,13.804654024s,192.168.0.1,POST,/api/chat,13.80465402
2025/02/18 - 08:42:50,200,401.27탎,192.168.0.1,GET,/api/tags,0.00040127
2025/02/18 - 08:42:55,200,4.839912996s,192.168.0.1,POST,/api/chat,4.839912996
2025/02/18 - 08:42:56,200,381.149탎,192.168.0.1,GET,/api/tags,0.000381149
2025/02/18 - 08:43:37,200,339.55탎,192.168.0.1,GET,/api/tags,0.00033955
2025/02/18 - 08:43:47,200,51.830837254s,192.168.0.1,POST,/api/chat,51.83083725
2025/02/18 - 08:45:54,200,11.545471404s,192.168.0.1,POST,/api/chat,11.5454714
2025/02/18 - 08:46:48,200,56.285450619s,192.168.0.1,POST,/api/chat,56.28545062
2025/02/18 - 08:47:01,200,12.251882ms,172.16.21.191,POST,/api/show,0.012251882
2025/02/18 - 08:47:01,200,11.852322ms,172.16.21.191,POST,/api/show,0.011852322
2025/02/18 - 08:47:01,200,11.935812ms,172.16.21.191,POST,/api/show,0.011935812
2025/02/18 - 08:47:10,200,4.148415588s,172.16.21.191,POST,/api/chat,4.148415588
2025/02/18 - 08:47:11,200,264.200019ms,172.16.21.191,POST,/api/chat,0.264200019
2025/02/18 - 08:47:20,200,2.930610358s,172.16.21.191,POST,/api/chat,2.930610358
2025/02/18 - 08:47:20,200,217.512339ms,172.16.21.191,POST,/api/chat,0.217512339
2025/02/18 - 08:48:42,200,408.94탎,192.168.0.1,GET,/api/tags,0.00040894
2025/02/18 - 08:48:42,200,40.58탎,192.168.0.1,GET,/api/version,0.00004058
2025/02/18 - 08:50:11,200,396.93탎,192.168.0.1,GET,/api/tags,0.00039693
2025/02/18 - 08:50:46,200,691.569탎,192.168.0.1,GET,/api/tags,0.000691569
2025/02/18 - 08:50:50,200,364.41탎,192.168.0.1,GET,/api/tags,0.00036441
2025/02/18 - 08:52:30,200,3.843651599s,172.16.21.191,POST,/api/chat,3.843651599
2025/02/18 - 08:52:30,200,223.31813ms,172.16.21.191,POST,/api/chat,0.22331813
2025/02/18 - 08:53:38,200,7.631520629s,172.16.21.191,POST,/api/chat,7.631520629
2025/02/18 - 08:53:38,200,226.003466ms,172.16.21.191,POST,/api/chat,0.226003466
2025/02/18 - 08:53:48,200,3.568499965s,172.16.21.191,POST,/api/chat,3.568499965
2025/02/18 - 08:53:48,200,224.999228ms,172.16.21.191,POST,/api/chat,0.224999228
2025/02/18 - 08:56:04,200,11.959002ms,172.16.21.175,POST,/api/show,0.011959002
2025/02/18 - 08:56:05,200,12.403682ms,172.16.21.175,POST,/api/show,0.012403682
2025/02/18 - 08:56:05,200,12.354211ms,172.16.21.175,POST,/api/show,0.012354211
2025/02/18 - 08:56:05,200,11.975772ms,172.16.21.175,POST,/api/show,0.011975772
2025/02/18 - 08:56:06,200,12.399812ms,172.16.21.175,POST,/api/show,0.012399812
2025/02/18 - 08:56:06,200,11.832832ms,172.16.21.175,POST,/api/show,0.011832832
2025/02/18 - 08:56:07,200,12.393432ms,172.16.21.175,POST,/api/show,0.012393432
2025/02/18 - 08:56:07,200,39.117992ms,172.16.21.175,POST,/api/show,0.039117992
2025/02/18 - 08:56:07,200,11.806653ms,172.16.21.175,POST,/api/show,0.011806653
2025/02/18 - 08:56:07,200,12.735571ms,172.16.21.175,POST,/api/show,0.012735571
2025/02/18 - 08:56:08,200,12.499301ms,172.16.21.175,POST,/api/show,0.012499301
2025/02/18 - 08:56:08,200,12.834281ms,172.16.21.175,POST,/api/show,0.012834281
2025/02/18 - 08:57:10,200,196.37316ms,172.16.21.191,POST,/api/chat,0.19637316
2025/02/18 - 08:58:16,200,18.411757084s,172.16.21.191,POST,/api/chat,18.41175708
2025/02/18 - 08:58:17,200,619.176725ms,172.16.21.191,POST,/api/chat,0.619176725
2025/02/18 - 08:58:32,200,362.72탎,192.168.0.1,GET,/api/tags,0.00036272
2025/02/18 - 09:00:00,200,13.014021ms,172.16.21.175,POST,/api/show,0.013014021
2025/02/18 - 09:00:00,200,12.555511ms,172.16.21.175,POST,/api/show,0.012555511
2025/02/18 - 09:00:00,200,18.055694ms,172.16.21.175,POST,/api/show,0.018055694
2025/02/18 - 09:01:24,200,382.059탎,192.168.0.1,GET,/api/tags,0.000382059
2025/02/18 - 09:01:25,200,367.15탎,192.168.0.1,GET,/api/tags,0.00036715
2025/02/18 - 09:05:31,404,268.499탎,10.61.247.93,POST,/api/show,0.000268499
2025/02/18 - 09:06:02,404,335.72탎,10.61.247.93,POST,/api/show,0.00033572
2025/02/18 - 09:06:21,404,393.06탎,10.61.247.93,POST,/api/chat,0.00039306
2025/02/18 - 09:06:33,200,11.743272ms,10.61.247.93,POST,/api/show,0.011743272
2025/02/18 - 09:06:39,200,503.777435ms,10.61.247.93,POST,/api/chat,0.503777435
2025/02/18 - 09:06:39,200,401.699846ms,10.61.247.93,POST,/api/chat,0.401699846
2025/02/18 - 09:07:31,200,34.949924557s,10.61.247.93,POST,/api/chat,34.94992456
2025/02/18 - 09:08:25,200,503.799탎,192.168.0.1,GET,/api/tags,0.000503799
2025/02/18 - 09:10:36,200,361.189탎,192.168.0.1,GET,/api/tags,0.000361189
2025/02/18 - 09:10:55,200,358.85탎,192.168.0.1,GET,/api/tags,0.00035885
2025/02/18 - 09:11:02,200,12.015943ms,10.61.247.93,POST,/api/show,0.012015943
2025/02/18 - 09:11:08,200,10.021040227s,192.168.0.1,POST,/api/chat,10.02104023
2025/02/18 - 09:11:20,200,10.054178988s,192.168.0.1,POST,/api/chat,10.05417899
2025/02/18 - 09:11:31,200,5.1011179s,192.168.0.1,POST,/api/chat,5.1011179
2025/02/18 - 09:12:00,200,16.828802164s,192.168.0.1,POST,/api/chat,16.82880216
2025/02/18 - 09:13:16,200,12.140472ms,10.61.247.93,POST,/api/show,0.012140472
2025/02/18 - 09:13:16,200,11.800983ms,10.61.247.93,POST,/api/show,0.011800983
2025/02/18 - 09:14:49,200,428.389탎,10.61.247.93,GET,/api/tags,0.000428389
2025/02/18 - 09:15:44,499,3.387588203s,10.61.247.93,POST,/api/generate,3.387588203
2025/02/18 - 09:15:44,200,139.202784ms,10.61.247.93,POST,/api/generate,0.139202784
2025/02/18 - 09:15:46,499,2.109502382s,10.61.247.93,POST,/api/generate,2.109502382
2025/02/18 - 09:15:49,499,2.55054808s,10.61.247.93,POST,/api/generate,2.55054808
2025/02/18 - 09:15:49,200,20.24941ms,10.61.247.93,POST,/api/generate,0.02024941
2025/02/18 - 09:15:56,200,12.465881ms,10.61.247.93,POST,/api/show,0.012465881
2025/02/18 - 09:15:56,200,12.533791ms,10.61.247.93,POST,/api/show,0.012533791
2025/02/18 - 09:15:56,200,27.45489ms,10.61.247.93,POST,/api/show,0.02745489
2025/02/18 - 09:16:04,200,11.865484281s,10.61.247.93,POST,/api/generate,11.86548428
2025/02/18 - 09:16:20,200,1.801323697s,10.61.247.93,POST,/api/embed,1.801323697
2025/02/18 - 09:16:25,200,348.619탎,192.168.0.1,GET,/api/tags,0.000348619
2025/02/18 - 09:17:04,200,10.745824ms,10.61.247.93,POST,/api/embed,0.010745824
2025/02/18 - 09:17:18,200,13.758018983s,10.61.247.93,POST,/api/chat,13.75801898
2025/02/18 - 09:17:38,200,34.433419ms,10.61.247.93,POST,/api/embed,0.034433419
2025/02/18 - 09:17:56,200,17.85920207s,10.61.247.93,POST,/api/chat,17.85920207
2025/02/18 - 09:17:57,200,555.169579ms,10.61.247.93,POST,/api/chat,0.555169579
2025/02/18 - 09:18:54,200,14.182739ms,10.61.247.93,POST,/api/embed,0.014182739
2025/02/18 - 09:19:26,200,31.831783226s,10.61.247.93,POST,/api/chat,31.83178323
2025/02/18 - 09:19:49,200,32.585317833s,192.168.0.1,POST,/api/chat,32.58531783
2025/02/18 - 09:19:59,200,38.061351728s,192.168.0.1,POST,/api/chat,38.06135173
2025/02/18 - 09:20:07,200,8.50344712s,192.168.0.1,POST,/api/chat,8.50344712
2025/02/18 - 09:20:15,200,8.102330783s,192.168.0.1,POST,/api/chat,8.102330783
2025/02/18 - 09:20:32,200,406.17탎,192.168.0.1,GET,/api/tags,0.00040617
2025/02/18 - 09:23:04,200,16.760655ms,172.16.34.69,POST,/api/show,0.016760655
2025/02/18 - 09:23:04,200,16.768535ms,172.16.34.69,POST,/api/show,0.016768535
2025/02/18 - 09:23:04,200,17.265804ms,172.16.34.69,POST,/api/show,0.017265804
2025/02/18 - 09:23:04,200,17.474984ms,172.16.34.69,POST,/api/show,0.017474984
2025/02/18 - 09:23:04,200,14.605589ms,172.16.34.69,POST,/api/show,0.014605589
2025/02/18 - 09:23:04,200,18.768162ms,172.16.34.69,POST,/api/show,0.018768162
2025/02/18 - 09:23:04,200,16.047806ms,172.16.34.69,POST,/api/show,0.016047806
2025/02/18 - 09:23:04,200,16.284006ms,172.16.34.69,POST,/api/show,0.016284006
2025/02/18 - 09:23:04,200,16.645825ms,172.16.34.69,POST,/api/show,0.016645825
2025/02/18 - 09:23:04,200,21.315318ms,172.16.34.69,POST,/api/show,0.021315318
2025/02/18 - 09:23:04,200,18.628382ms,172.16.34.69,POST,/api/show,0.018628382
2025/02/18 - 09:23:04,200,19.130372ms,172.16.34.69,POST,/api/show,0.019130372
2025/02/18 - 09:23:15,200,4.154535089s,172.16.34.69,POST,/api/chat,4.154535089
2025/02/18 - 09:25:20,200,12.826701ms,172.16.34.69,POST,/api/show,0.012826701
2025/02/18 - 09:25:20,200,14.857998ms,172.16.34.69,POST,/api/show,0.014857998
2025/02/18 - 09:25:20,200,19.208731ms,172.16.34.69,POST,/api/show,0.019208731
2025/02/18 - 09:25:21,200,12.638661ms,172.16.34.69,POST,/api/show,0.012638661
2025/02/18 - 09:25:21,200,13.31552ms,172.16.34.69,POST,/api/show,0.01331552
2025/02/18 - 09:25:21,200,13.48685ms,172.16.34.69,POST,/api/show,0.01348685
2025/02/18 - 09:25:28,200,407.919탎,192.168.0.1,GET,/api/tags,0.000407919
2025/02/18 - 09:25:40,200,13.386821ms,172.16.34.69,POST,/api/show,0.013386821
2025/02/18 - 09:25:40,200,13.756089ms,172.16.34.69,POST,/api/show,0.013756089
2025/02/18 - 09:25:40,200,14.796618ms,172.16.34.69,POST,/api/show,0.014796618
2025/02/18 - 09:25:40,200,15.569787ms,172.16.34.69,POST,/api/show,0.015569787
2025/02/18 - 09:25:40,200,16.215026ms,172.16.34.69,POST,/api/show,0.016215026
2025/02/18 - 09:25:40,200,16.471116ms,172.16.34.69,POST,/api/show,0.016471116
2025/02/18 - 09:25:59,200,12.577742ms,172.16.34.69,POST,/api/show,0.012577742
2025/02/18 - 09:25:59,200,15.936217ms,172.16.34.69,POST,/api/show,0.015936217
2025/02/18 - 09:25:59,200,18.758922ms,172.16.34.69,POST,/api/show,0.018758922
2025/02/18 - 09:26:01,200,47.74탎,192.168.0.1,GET,/api/version,0.00004774
2025/02/18 - 09:26:11,200,42.04탎,192.168.0.1,GET,/api/version,0.00004204
2025/02/18 - 09:30:07,200,13.44116ms,172.16.34.69,POST,/api/show,0.01344116
2025/02/18 - 09:30:07,200,13.55701ms,172.16.34.69,POST,/api/show,0.01355701
2025/02/18 - 09:30:07,200,14.557469ms,172.16.34.69,POST,/api/show,0.014557469
2025/02/18 - 09:31:03,200,376.58탎,192.168.0.1,GET,/api/tags,0.00037658
2025/02/18 - 09:31:31,200,13.59905ms,172.16.34.69,POST,/api/show,0.01359905
2025/02/18 - 09:31:31,200,13.218421ms,172.16.34.69,POST,/api/show,0.013218421
2025/02/18 - 09:31:31,200,23.082656ms,172.16.34.69,POST,/api/show,0.023082656
2025/02/18 - 09:32:09,200,12.344692ms,172.16.34.69,POST,/api/show,0.012344692
2025/02/18 - 09:32:09,200,12.456852ms,172.16.34.69,POST,/api/show,0.012456852
2025/02/18 - 09:32:09,200,31.786233ms,172.16.34.69,POST,/api/show,0.031786233
2025/02/18 - 09:32:09,200,16.652915ms,172.16.34.69,POST,/api/embed,0.016652915
2025/02/18 - 09:34:02,200,12.780951ms,172.16.34.69,POST,/api/show,0.012780951
2025/02/18 - 09:34:02,200,13.100381ms,172.16.34.69,POST,/api/show,0.013100381
2025/02/18 - 09:34:02,200,14.506229ms,172.16.34.69,POST,/api/show,0.014506229
2025/02/18 - 09:35:27,499,3.038889548s,172.16.34.69,POST,/api/generate,3.038889548
2025/02/18 - 09:35:31,200,2.637786361s,172.16.34.69,POST,/api/generate,2.637786361
2025/02/18 - 09:35:32,200,1.448359549s,172.16.34.69,POST,/api/generate,1.448359549
2025/02/18 - 09:35:35,200,901.459337ms,172.16.34.69,POST,/api/generate,0.901459337
2025/02/18 - 09:35:39,200,2.554822123s,172.16.34.69,POST,/api/generate,2.554822123
2025/02/18 - 09:35:42,200,2.057485549s,172.16.34.69,POST,/api/generate,2.057485549
2025/02/18 - 09:35:46,200,2.192726599s,172.16.34.69,POST,/api/generate,2.192726599
2025/02/18 - 09:35:50,200,1.807260058s,172.16.34.69,POST,/api/generate,1.807260058
2025/02/18 - 09:35:52,200,225.665217ms,172.16.34.69,POST,/api/generate,0.225665217
2025/02/18 - 09:35:56,200,2.944704408s,172.16.34.69,POST,/api/generate,2.944704408
2025/02/18 - 09:36:03,200,235.467192ms,172.16.34.69,POST,/api/generate,0.235467192
2025/02/18 - 09:36:09,200,1.831110283s,172.16.34.69,POST,/api/generate,1.831110283
2025/02/18 - 09:36:16,200,4.320381904s,172.16.34.69,POST,/api/generate,4.320381904
2025/02/18 - 09:36:19,200,1.94780759s,172.16.34.69,POST,/api/generate,1.94780759
2025/02/18 - 09:36:24,200,4.989259265s,172.16.34.69,POST,/api/generate,4.989259265
2025/02/18 - 09:36:28,200,1.333560558s,172.16.34.69,POST,/api/generate,1.333560558
2025/02/18 - 09:36:31,200,1.869592146s,172.16.34.69,POST,/api/generate,1.869592146
2025/02/18 - 09:36:33,200,2.54353744s,172.16.34.69,POST,/api/generate,2.54353744
2025/02/18 - 09:36:34,200,1.051020037s,172.16.34.69,POST,/api/generate,1.051020037
2025/02/18 - 09:36:37,200,389.789탎,192.168.0.1,GET,/api/tags,0.000389789
2025/02/18 - 09:36:40,200,1.545192346s,172.16.34.69,POST,/api/generate,1.545192346
2025/02/18 - 09:36:56,200,13.786306021s,172.16.34.69,POST,/api/generate,13.78630602
2025/02/18 - 09:36:56,200,221.434153ms,172.16.34.69,POST,/api/generate,0.221434153
2025/02/18 - 09:37:01,200,20.277154446s,192.168.0.1,POST,/api/chat,20.27715445
2025/02/18 - 09:37:02,200,208.697461ms,172.16.34.69,POST,/api/generate,0.208697461
2025/02/18 - 09:37:19,200,16.857918101s,192.168.0.1,POST,/api/chat,16.8579181
2025/02/18 - 09:37:46,200,4.878435778s,172.16.34.69,POST,/api/generate,4.878435778
2025/02/18 - 09:37:48,200,1.956659508s,172.16.34.69,POST,/api/generate,1.956659508
2025/02/18 - 09:37:56,200,8.803505017s,172.16.34.69,POST,/api/generate,8.803505017
2025/02/18 - 09:37:57,200,48.200788ms,172.16.34.69,POST,/api/generate,0.048200788
2025/02/18 - 09:37:58,200,46.298737731s,192.168.0.1,POST,/api/chat,46.29873773
2025/02/18 - 09:38:17,200,347.09탎,192.168.0.1,GET,/api/tags,0.00034709
2025/02/18 - 09:38:17,200,40.2탎,192.168.0.1,GET,/api/version,0.0000402
2025/02/18 - 09:39:00,200,398.63탎,192.168.0.1,GET,/api/tags,0.00039863
2025/02/18 - 09:39:24,200,34.253182377s,192.168.0.1,POST,/api/chat,34.25318238
2025/02/18 - 09:39:33,200,9.170526424s,192.168.0.1,POST,/api/chat,9.170526424
2025/02/18 - 09:40:03,200,2m6s,172.16.34.69,POST,/api/generate,126
2025/02/18 - 09:40:35,200,1m1s,192.168.0.1,POST,/api/chat,61
2025/02/18 - 09:41:21,200,35.243922303s,192.168.0.1,POST,/api/chat,35.2439223
2025/02/18 - 09:41:53,200,444.579탎,192.168.0.1,GET,/api/tags,0.000444579
2025/02/18 - 09:41:53,200,42.24탎,192.168.0.1,GET,/api/version,0.00004224
2025/02/18 - 09:42:01,200,5.763931ms,172.16.34.69,POST,/api/show,0.005763931
2025/02/18 - 09:42:01,200,13.80565ms,172.16.34.69,POST,/api/show,0.01380565
2025/02/18 - 09:42:01,200,15.406217ms,172.16.34.69,POST,/api/show,0.015406217
2025/02/18 - 09:42:01,200,23.780755ms,172.16.34.69,POST,/api/show,0.023780755
2025/02/18 - 09:42:01,200,14.758178ms,172.16.34.69,POST,/api/embed,0.014758178
2025/02/18 - 09:42:21,200,44.11탎,192.168.0.1,GET,/api/version,0.00004411
2025/02/18 - 09:42:34,200,40.879탎,192.168.0.1,GET,/api/version,0.000040879
2025/02/18 - 09:42:43,200,12.950181ms,172.16.34.69,POST,/api/show,0.012950181
2025/02/18 - 09:42:43,200,12.980471ms,172.16.34.69,POST,/api/show,0.012980471
2025/02/18 - 09:42:43,200,18.611872ms,172.16.34.69,POST,/api/show,0.018611872
2025/02/18 - 09:42:46,200,537.389945ms,192.168.0.1,POST,/api/chat,0.537389945
2025/02/18 - 09:42:54,200,7.787170899s,192.168.0.1,POST,/api/chat,7.787170899
2025/02/18 - 09:42:56,200,10.774880963s,192.168.0.1,POST,/api/chat,10.77488096
2025/02/18 - 09:43:10,200,15.979430399s,192.168.0.1,POST,/api/chat,15.9794304
2025/02/18 - 09:43:36,200,40.658492678s,192.168.0.1,POST,/api/chat,40.65849268
2025/02/18 - 09:43:39,200,38.808489574s,192.168.0.1,POST,/api/chat,38.80848957
2025/02/18 - 09:43:46,200,39.766745607s,192.168.0.1,POST,/api/chat,39.76674561
2025/02/18 - 09:43:50,200,25.262832306s,172.16.34.69,POST,/api/chat,25.26283231
2025/02/18 - 09:44:41,200,13.133321ms,172.16.34.69,POST,/api/show,0.013133321
2025/02/18 - 09:44:41,200,12.511681ms,172.16.34.69,POST,/api/show,0.012511681
2025/02/18 - 09:44:41,200,12.009302ms,172.16.34.69,POST,/api/show,0.012009302
2025/02/18 - 09:44:47,200,1m2s,192.168.0.1,POST,/api/chat,62
2025/02/18 - 09:44:49,499,56.952127423s,172.16.34.69,POST,/api/chat,56.95212742
2025/02/18 - 09:44:57,200,13.723575614s,172.16.34.69,POST,/api/embed,13.72357561
2025/02/18 - 09:45:24,200,1m28s,192.168.0.1,POST,/api/chat,88
2025/02/18 - 09:45:33,200,1m36s,192.168.0.1,POST,/api/chat,96
2025/02/18 - 09:46:31,200,40.894920629s,192.168.0.1,POST,/api/chat,40.89492063
2025/02/18 - 09:46:35,200,29.257084972s,10.61.247.93,POST,/api/chat,29.25708497
2025/02/18 - 09:46:39,200,397.809탎,192.168.0.1,GET,/api/tags,0.000397809
2025/02/18 - 09:46:45,200,1.589191341s,172.16.34.69,POST,/api/generate,1.589191341
2025/02/18 - 09:46:50,200,241.488293ms,172.16.34.69,POST,/api/generate,0.241488293
2025/02/18 - 09:46:52,200,248.786012ms,172.16.34.69,POST,/api/generate,0.248786012
2025/02/18 - 09:46:58,200,1.232390748s,172.16.34.69,POST,/api/generate,1.232390748
2025/02/18 - 09:47:00,200,1.334345028s,172.16.34.69,POST,/api/generate,1.334345028
2025/02/18 - 09:47:02,200,1.93487149s,172.16.34.69,POST,/api/generate,1.93487149
2025/02/18 - 09:47:03,200,1.273486588s,172.16.34.69,POST,/api/generate,1.273486588
2025/02/18 - 09:47:09,200,3.074719555s,172.16.34.69,POST,/api/generate,3.074719555
2025/02/18 - 09:47:11,200,352.35탎,192.168.0.1,GET,/api/tags,0.00035235
2025/02/18 - 09:47:12,200,2.755405416s,172.16.34.69,POST,/api/generate,2.755405416
2025/02/18 - 09:47:13,200,1.199127847s,172.16.34.69,POST,/api/generate,1.199127847
2025/02/18 - 09:47:16,200,2.442889709s,172.16.34.69,POST,/api/generate,2.442889709
2025/02/18 - 09:47:19,200,3.556474403s,172.16.34.69,POST,/api/generate,3.556474403
2025/02/18 - 09:47:21,200,1.630974839s,172.16.34.69,POST,/api/generate,1.630974839
2025/02/18 - 09:47:21,200,51.814514ms,172.16.34.69,POST,/api/generate,0.051814514
2025/02/18 - 09:47:42,200,20.917799739s,172.16.34.69,POST,/api/generate,20.91779974
2025/02/18 - 09:47:43,200,372.94탎,192.168.0.1,GET,/api/tags,0.00037294
2025/02/18 - 09:47:56,200,494.169탎,192.168.0.1,GET,/api/tags,0.000494169
2025/02/18 - 09:47:56,200,38.08탎,192.168.0.1,GET,/api/version,0.00003808
2025/02/18 - 09:48:20,200,17.952807223s,192.168.0.1,POST,/api/chat,17.95280722
2025/02/18 - 09:48:24,200,16.587229511s,10.61.247.93,POST,/api/chat,16.58722951
2025/02/18 - 09:48:37,200,16.89196169s,192.168.0.1,POST,/api/chat,16.89196169
2025/02/18 - 09:49:10,200,38.348820862s,10.61.60.189,POST,/api/chat,38.34882086
2025/02/18 - 09:49:20,200,42.967005096s,192.168.0.1,POST,/api/chat,42.9670051
2025/02/18 - 09:49:24,200,12.792147851s,10.61.60.189,POST,/api/chat,12.79214785
2025/02/18 - 09:50:18,200,2.992105858s,10.61.247.93,POST,/api/generate,2.992105858
2025/02/18 - 09:51:53,200,51.077604527s,10.61.247.93,POST,/api/generate,51.07760453
2025/02/18 - 09:52:21,200,1.120918ms,192.168.0.1,GET,/api/tags,0.001120918
2025/02/18 - 09:54:01,200,45.94142917s,10.61.247.93,POST,/api/generate,45.94142917
2025/02/18 - 09:55:42,200,1.750043033s,172.16.34.69,POST,/api/generate,1.750043033
2025/02/18 - 09:55:45,200,1.720017357s,172.16.34.69,POST,/api/generate,1.720017357
2025/02/18 - 09:55:47,200,1.609780091s,172.16.34.69,POST,/api/generate,1.609780091
2025/02/18 - 09:55:58,200,9.147829198s,172.16.34.69,POST,/api/generate,9.147829198
2025/02/18 - 09:56:08,200,1.866434451s,172.16.34.69,POST,/api/generate,1.866434451
2025/02/18 - 09:56:10,200,2.790926944s,172.16.34.69,POST,/api/generate,2.790926944
2025/02/18 - 09:56:16,200,2.596622762s,172.16.34.69,POST,/api/generate,2.596622762
2025/02/18 - 09:56:29,200,4.367740723s,172.16.34.69,POST,/api/generate,4.367740723
2025/02/18 - 09:56:33,200,395.956114ms,172.16.34.69,POST,/api/generate,0.395956114
2025/02/18 - 09:56:38,200,966.581291ms,172.16.34.69,POST,/api/generate,0.966581291
2025/02/18 - 09:56:45,200,62.889417ms,172.16.34.69,POST,/api/generate,0.062889417
2025/02/18 - 09:56:47,200,102.252479ms,172.16.34.69,POST,/api/generate,0.102252479
2025/02/18 - 09:56:54,200,6.77120681s,172.16.34.69,POST,/api/generate,6.77120681
2025/02/18 - 09:56:57,200,280.486235ms,172.16.34.69,POST,/api/generate,0.280486235
2025/02/18 - 09:57:03,200,160.659073ms,172.16.34.69,POST,/api/generate,0.160659073
2025/02/18 - 09:57:08,200,3.164746102s,172.16.34.69,POST,/api/generate,3.164746102
2025/02/18 - 09:57:10,200,342.197064ms,172.16.34.69,POST,/api/generate,0.342197064
2025/02/18 - 09:57:24,200,461.344667ms,172.16.34.69,POST,/api/generate,0.461344667
